transaction_id,timestamp,product_category,price,quantity,discount_applied
T00291,2025-12-13T07:32:42.397Z,Pastry,3.72,2,FALSE
T00292,2025-12-15T05:24:15.280Z,Pastry,3.82,2,FALSE
T00293,2026-01-13T21:11:31.239Z,Cold Brew,4.57,1,FALSE
T00294,2026-02-05T04:56:50.269Z,Pour Over,4.52,4,FALSE
T00295,2026-02-25T02:54:01.275Z,Espresso,3.82,2,FALSE
T00296,2026-01-17T01:46:26.540Z,Cold Brew,4.82,1,FALSE
T00297,2026-01-02T10:06:14.732Z,Merch,25.82,1,FALSE
T00298,2026-01-25T09:57:30.224Z,Merch,25.63,2,FALSE
T00299,2026-01-28T01:07:32.249Z,Espresso,4.25,2,FALSE
T00300,2026-02-03T06:51:52.465Z,Pour Over,5.69,2,TRUE
T00301,2026-02-18T12:36:41.272Z,Pour Over,5.22,1,FALSE
T00302,2025-12-10T04:20:43.445Z,Pour Over,5.83,1,FALSE
T00303,2025-12-25T20:49:19.272Z,Espresso,4.00,2,FALSE
T00304,2026-02-08T14:45:43.517Z,Pastry,4.28,2,FALSE
T00305,2026-02-09T01:58:15.534Z,Pastry,3.72,3,FALSE
T00306,2026-01-17T04:45:59.744Z,Pour Over,5.27,1,FALSE
T00307,2026-01-28T19:45:06.631Z,Cold Brew,4.98,2,FALSE
T00308,2026-01-18T05:28:49.911Z,Merch,24.87,4,FALSE
T00309,2025-12-11T12:42:56.980Z,Pour Over,5.43,1,FALSE
T00310,2026-01-31T13:29:58.381Z,Pour Over,4.71,3,FALSE
T00311,2026-01-24T02:32:13.269Z,Merch,24.54,4,FALSE
T00312,2026-02-12T14:14:53.104Z,Espresso,4.05,2,FALSE
T00313,2025-12-18T07:06:42.635Z,Espresso,4.24,1,FALSE
T00314,2025-12-25T20:10:32.033Z,Pastry,4.86,2,TRUE
T00315,2026-02-23T00:05:43.856Z,Espresso,4.30,1,FALSE
T00316,2026-01-02T03:15:28.785Z,Espresso,4.05,2,FALSE
T00317,2026-02-09T21:49:10.089Z,Merch,24.89,4,FALSE
T00318,2026-02-02T06:25:37.592Z,Cold Brew,4.66,1,FALSE
T00319,2026-02-19T18:41:22.691Z,Pastry,4.17,2,FALSE
T00320,2025-12-19T15:20:52.875Z,Pour Over,5.80,2,FALSE
T00321,2025-12-11T17:04:47.549Z,Merch,25.15,2,FALSE
T00322,2026-02-28T16:59:43.436Z,Espresso,3.06,3,FALSE
T00323,2026-01-12T21:33:43.899Z,Espresso,3.97,1,FALSE
T00324,2026-02-28T03:47:42.029Z,Pastry,4.17,1,FALSE
T00325,2026-01-02T12:30:30.685Z,Espresso,3.89,1,FALSE
T00326,2026-03-04T15:53:04.295Z,Cold Brew,4.35,3,FALSE
T00327,2026-02-05T08:14:57.488Z,Pour Over,4.78,4,FALSE
T00328,2026-02-03T03:45:48.084Z,Merch,25.70,2,FALSE
T00329,2026-01-24T21:41:53.803Z,Pastry,3.64,3,FALSE
T00330,2026-01-21T02:00:18.708Z,Cold Brew,4.19,4,FALSE
T00331,2026-02-28T14:05:29.862Z,Pastry,4.21,2,FALSE
T00332,2026-01-15T16:11:25.440Z,Pastry,4.41,1,FALSE
T00333,2026-03-01T20:45:43.489Z,Pastry,4.95,1,FALSE
T00334,2026-02-13T16:15:04.395Z,Espresso,3.55,1,TRUE
T00335,2026-02-04T16:43:18.353Z,Espresso,4.42,2,TRUE
T00336,2026-01-24T19:54:58.290Z,Merch,25.44,2,FALSE
T00337,2026-01-15T23:36:06.794Z,Merch,24.92,3,FALSE
T00338,2026-02-13T05:33:50.963Z,Espresso,4.08,1,FALSE
T00339,2026-01-06T09:00:06.912Z,Pour Over,5.04,1,FALSE
T00340,2026-02-13T13:56:39.576Z,Cold Brew,4.10,4,FALSE
T00341,2026-01-23T00:48:20.566Z,Espresso,4.15,1,FALSE
T00342,2026-02-11T07:00:40.108Z,Espresso,3.57,2,FALSE
T00343,2026-01-24T20:16:18.660Z,Pastry,4.29,2,FALSE
T00344,2026-02-06T01:19:40.840Z,Cold Brew,4.46,4,TRUE
T00345,2025-12-25T07:17:51.372Z,Espresso,3.86,2,FALSE
T00346,2026-01-19T19:49:49.559Z,Pastry,3.97,3,TRUE
T00347,2025-12-22T07:07:24.844Z,Pastry,4.68,1,FALSE
T00348,2025-12-19T08:28:45.823Z,Espresso,3.06,2,FALSE
T00349,2026-02-13T05:35:30.844Z,Pastry,3.56,3,FALSE
T00350,2026-02-12T16:35:50.498Z,Espresso,4.49,2,FALSE
T00351,2025-12-20T04:48:30.021Z,Pastry,4.41,1,FALSE
T00352,2026-02-24T14:35:57.671Z,Espresso,4.29,1,FALSE
T00353,2025-12-17T17:49:47.515Z,Pastry,4.10,2,FALSE
T00354,2025-12-22T21:07:33.113Z,Cold Brew,4.60,2,FALSE
T00355,2026-02-12T17:06:43.799Z,Espresso,3.72,1,FALSE
T00356,2025-12-14T00:20:06.402Z,Espresso,4.09,2,FALSE
T00357,2025-12-12T10:15:06.846Z,Cold Brew,4.43,4,FALSE
T00358,2026-02-03T16:58:04.033Z,Merch,25.39,2,TRUE
T00359,2026-03-08T02:53:03.665Z,Pour Over,5.30,1,TRUE
T00360,2026-03-03T02:12:02.189Z,Pastry,3.78,3,FALSE
T00361,2026-02-22T11:02:15.163Z,Cold Brew,5.07,1,TRUE
T00362,2026-02-15T20:30:13.701Z,Pastry,4.60,1,FALSE
T00363,2026-01-19T13:09:28.567Z,Pour Over,5.91,1,FALSE
T00364,2026-02-21T13:49:19.944Z,Pour Over,5.22,2,FALSE
T00365,2025-12-18T08:49:19.442Z,Pastry,4.87,1,FALSE
T00366,2026-02-19T07:44:08.573Z,Pastry,4.38,2,FALSE
T00367,2025-12-19T05:53:57.503Z,Pour Over,5.68,2,FALSE
T00368,2025-12-31T13:59:25.801Z,Cold Brew,4.56,1,FALSE
T00369,2026-01-06T12:22:45.404Z,Merch,25.02,2,FALSE
T00370,2026-03-05T12:47:08.930Z,Pour Over,4.69,2,FALSE
T00371,2025-12-22T13:00:09.722Z,Cold Brew,5.29,1,FALSE
T00372,2026-02-23T01:23:27.071Z,Pour Over,5.08,2,FALSE
